epoch,train/lr,train/loss,val/loss,train/acc,val/acc,train/f1,val/f1,train/mAP,val/mAP
1,0.001,0.02764413016581396,0.027322150403034616,0.0046348314606741575,0.004584795321637427,4.6816479400749066e-05,0.0,0.004367470107886306,0.007263884208037307
