epoch,train/lr,train/loss,val/loss,train/acc,train/f1
2,0.0009938503261272714,0.02531715940805735,0.032035477459430695,0.004074941451990633,0.0
4,0.0009455577588320899,0.018220597560802194,0.039249569177627563,0.16992974238875877,0.039066354410616705
6,0.0008536998372026806,0.01019704230416427,0.04842798039317131,0.566463700234192,0.39170179547228723
8,0.0007272682546199038,0.00801883904667993,0.04657292366027832,0.6681967213114755,0.5255222482435598
10,0.0005786390152875956,0.006794243178501951,0.037257008254528046,0.72192037470726,0.6033411397345823
12,0.000422360984712405,0.005889720125563071,0.04634135589003563,0.7593911007025761,0.6584699453551912
14,0.0002737317453800965,0.005168549197979457,0.046307627111673355,0.7911943793911007,0.7018735362997658
16,0.00014730016279731957,0.004715066140962818,0.04708518087863922,0.8104449648711943,0.7291881342701015
18,5.54422411679103e-05,0.004399559028546282,0.04696457087993622,0.8222482435597189,0.7440593286494925
20,7.149673872728741e-06,0.004310266096547091,0.04742085933685303,0.8274941451990633,0.7505308352849336
22,7.149673872728684e-06,0.004281119341821125,0.046397604048252106,0.8253395784543326,0.7505074160811865
24,5.544224116791024e-05,0.004236816682281915,0.04730168357491493,0.8288524590163935,0.7546760343481654
26,0.00014730016279731944,0.004348508957324213,0.04434371367096901,0.8247775175644028,0.7463544106167057
28,0.00027373174538009633,0.004489991021343621,0.04425032436847687,0.8199531615925059,0.7366900858704137
30,0.00042236098471240465,0.004797146815618045,0.05481744557619095,0.8047775175644029,0.7238173302107729
32,0.0005786390152875953,0.005066622827216722,0.044363755732774734,0.7962060889929743,0.7062373145979703
34,0.0007272682546199037,0.005290175374512606,0.044641245156526566,0.786744730679157,0.6923653395784544
36,0.0008536998372026804,0.005468798207755791,0.03771540895104408,0.7782669789227167,0.6832084309133489
38,0.0009455577588320897,0.005481880329165176,0.03767337650060654,0.7755503512880562,0.6832396565183451
40,0.0009938503261272714,0.0053310942653710565,0.04135048761963844,0.7814519906323185,0.6901717408274785
42,0.0009938503261272714,0.005218299606566093,0.04148922860622406,0.7837939110070258,0.6914363778298205
44,0.00094555775883209,0.004765268833750059,0.051638707518577576,0.8036065573770492,0.7212490241998439
46,0.0008536998372026807,0.004423843493708307,0.05350367724895477,0.8184543325526932,0.7405386416861827
48,0.0007272682546199035,0.003946486723063651,0.052726756781339645,0.837751756440281,0.7688602654176425
50,0.0005786390152875959,0.0034402271238486554,0.05563924461603165,0.8600468384074942,0.7958157689305231
52,0.00042236098471240525,0.003042010273698779,0.059826720505952835,0.8746604215456675,0.8182591725214675
54,0.00027373174538009606,0.0027544533432142977,0.05497860908508301,0.891943793911007,0.8372599531615925
56,0.0001473001627973193,0.0023920485233956484,0.060179609805345535,0.9050585480093677,0.8581264637002342
58,5.54422411679105e-05,0.00222730412699662,0.06033356487751007,0.9119906323185012,0.8644184231069476
60,7.149673872728793e-06,0.002200512636276531,0.06021599844098091,0.9118969555035129,0.8678220140515223
62,7.149673872728684e-06,0.002111566572876264,0.059793222695589066,0.9170023419203747,0.8707728337236534
64,5.544224116790985e-05,0.002159067273818903,0.061942968517541885,0.9140515222482436,0.8676893052302888
66,0.00014730016279731773,0.0022488215034371386,0.05990990251302719,0.9097892271662763,0.8650975800156128
68,0.00027373174538009335,0.0022787689381171686,0.05885442718863487,0.9072131147540984,0.8613895394223262
70,0.0004223609847124011,0.0026494534347539073,0.05766339972615242,0.8930210772833723,0.8396643247462919
72,0.0005786390152875904,0.0029641353543129723,0.0532841682434082,0.8785948477751756,0.8217720530835284
74,0.0007272682546198963,0.003316736852012845,0.05227070301771164,0.8655737704918033,0.8020530835284934
76,0.0008536998372026722,0.00354254873808206,0.048409994691610336,0.8579859484777518,0.7856128024980483
78,0.0009455577588320811,0.003671656022780079,0.06330426782369614,0.8513817330210773,0.7803825136612023
80,0.000993850326127262,0.003712668616425839,0.06472500413656235,0.8510538641686183,0.7777985948477751
82,0.0009938503261272622,0.0034799443162676,0.04666651412844658,0.8590163934426229,0.792544886807182
84,0.0009455577588320811,0.0034927766327491313,0.06281373649835587,0.8594379391100703,0.7898750975800155
86,0.0008536998372026727,0.0030221014803942475,0.05436340346932411,0.8799063231850117,0.8181889149102264
88,0.0007272682546198977,0.002675299894217736,0.060272376984357834,0.8928337236533957,0.8401249024199845
90,0.0005786390152875899,0.00231036988573738,0.06793448328971863,0.9097423887587822,0.8598360655737705
92,0.00042236098471240167,0.0019934759749825927,0.06589896231889725,0.9214519906323185,0.8791803278688525
94,0.00027373174538009465,0.0017598399546476812,0.0651012659072876,0.9316627634660422,0.8924980483996878
96,0.00014730016279731806,0.001524882403023184,0.06656023114919662,0.9414988290398126,0.9076658860265416
98,5.544224116791007e-05,0.001404308785329649,0.06582672894001007,0.9471662763466042,0.9152068696330992
100,7.149673872728628e-06,0.0013317000168386064,0.06606671959161758,0.9485714285714286,0.9174785323965653
