epoch,train/lr,train/loss,val/loss,train/acc
1,0.001,2.9461162489859554,6.658888816833496,0.33953161592505854
2,0.0009757729755661011,2.8929922454002654,6.413256645202637,0.3475409836065574
3,0.000905463412215599,2.848039339219396,6.704810619354248,0.36234192037470725
4,0.0007959536998847742,2.765249527514656,6.654512405395508,0.3749882903981265
5,0.000657963412215599,2.687281603294259,6.554797649383545,0.388711943793911
6,0.000505,2.607647793949113,6.8348517417907715,0.40988290398126465
7,0.0003520365877844011,2.5157165932256,7.305943489074707,0.42800936768149883
8,0.00021404630011522585,2.4674782820364554,6.682730674743652,0.43911007025761123
9,0.00010453658778440107,2.372853139324229,6.630814075469971,0.4582201405152225
10,3.4227024433899005e-05,2.3243192516743463,6.757134437561035,0.46932084309133487
11,1e-05,2.3469031690893085,6.75165319442749,0.4697423887587822
12,3.4227024433899005e-05,2.327593925950279,6.859653472900391,0.47081967213114756
13,0.00010453658778440141,2.3224868586570473,6.934345245361328,0.47100702576112413
14,0.00021404630011522671,2.367900632781265,6.744842052459717,0.4615456674473068
15,0.00035203658778440265,2.3877861204300825,7.126655578613281,0.4577049180327869
16,0.0005050000000000023,2.4142237307816323,7.045865535736084,0.44978922716627634
17,0.000657963412215602,2.418711988698603,6.892465591430664,0.44763466042154565
18,0.0007959536998847778,2.475382131500419,7.130321025848389,0.43414519906323185
19,0.0009054634122156032,2.4705994622214558,8.114301681518555,0.43199063231850116
20,0.0009757729755661056,2.490695002003828,6.562093734741211,0.4336768149882904
21,0.0010000000000000046,2.454361618206545,7.466707706451416,0.44524590163934424
22,0.0009757729755661055,2.408224336445315,6.72816276550293,0.45138173302107726
23,0.0009054634122156035,2.365203431695128,7.171882152557373,0.4646370023419204
24,0.0007959536998847779,2.266622265350989,6.540188789367676,0.4801405152224824
25,0.0006579634122156021,2.1751135141507962,6.748353481292725,0.4987822014051522
26,0.0005050000000000024,2.118948274057195,6.388955593109131,0.5164402810304449
27,0.0003520365877844028,2.008438581354861,6.804869174957275,0.5437470725995316
28,0.00021404630011522688,1.9296276510247037,6.802229404449463,0.5602341920374707
29,0.00010453658778440157,1.8856696421274404,6.7762579917907715,0.56903981264637
30,3.4227024433899175e-05,1.8654997874223183,7.019747257232666,0.5740983606557377
31,1e-05,1.8289660848624871,7.089566230773926,0.5828103044496488
32,3.4227024433899005e-05,1.8432062109136667,7.160842418670654,0.5817330210772834
33,0.00010453658778440114,1.8602715533453655,7.037929534912109,0.5751288056206089
34,0.00021404630011522612,1.8659301309218808,7.1103835105896,0.575784543325527
35,0.0003520365877844016,1.8892315227255647,8.05530834197998,0.5662295081967214
36,0.000505000000000001,1.9392278502406202,7.15561580657959,0.5579391100702576
37,0.0006579634122156004,1.961172327554024,7.289447784423828,0.5496018735362997
38,0.0007959536998847761,2.0251404018233443,7.869557857513428,0.536112412177986
39,0.0009054634122156011,2.0449387415918676,7.2916131019592285,0.5281967213114754
40,0.0009757729755661035,2.056829485342658,7.530634880065918,0.5266510538641687
41,0.0010000000000000026,2.035507521014045,6.297746181488037,0.5362529274004684
42,0.000975772975566104,2.0003915563695633,6.97822904586792,0.5375644028103045
43,0.0009054634122156015,1.9797001717589664,8.410188674926758,0.5471194379391101
44,0.0007959536998847765,1.9966304093066687,7.45481014251709,0.5443559718969555
45,0.0006579634122156018,1.812753939947623,6.683175086975098,0.5808430913348946
46,0.0005050000000000015,1.7918290368375334,7.108328819274902,0.5933021077283372
47,0.0003520365877844022,1.6683612887837258,7.080090045928955,0.6196252927400469
48,0.00021404630011522585,1.6089217363812027,7.246878623962402,0.6291803278688525
49,0.00010453658778440144,1.5591420689891407,7.207923412322998,0.6448711943793911
50,3.42270244338994e-05,1.5385872381066121,7.032205104827881,0.6505854800936768
51,1e-05,1.528119573376071,7.012889385223389,0.6526932084309134
52,3.4227024433899005e-05,1.514607019561417,7.096864700317383,0.6559250585480094
53,0.00010453658778440236,1.55157264553152,6.874238014221191,0.6481967213114754
54,0.0002140463001152295,1.553198681239541,6.976441383361816,0.6466978922716627
55,0.0003520365877844062,1.5841807758405455,6.790462493896484,0.6359718969555035
56,0.0005050000000000085,1.6445415305212325,6.697457313537598,0.6262295081967213
57,0.000657963412215609,1.704191470392696,7.1911773681640625,0.6095081967213115
58,0.0007959536998847857,1.803305572507267,6.686989784240723,0.5876346604215457
59,0.000905463412215613,1.8267696294412428,6.9414191246032715,0.5805152224824356
60,0.0009757729755661159,1.7846387243253026,7.12510871887207,0.5881967213114754
61,0.0010000000000000156,1.793130780500057,7.370452880859375,0.5881967213114754
62,0.000975772975566116,1.7582323474322734,7.463006973266602,0.5949882903981265
63,0.0009054634122156132,1.7193149844634363,8.043435096740723,0.6029976580796252
64,0.0007959536998847862,1.664492140580821,7.120796203613281,0.6175175644028104
65,0.0006579634122156094,1.5556197730252503,7.528604984283447,0.6425761124121779
66,0.000505000000000009,1.4607843679151198,6.731992721557617,0.6671662763466042
67,0.0003520365877844067,1.3741319268994863,6.833312511444092,0.6834192037470725
68,0.00021404630011523002,1.315048552684948,7.18180513381958,0.6998126463700234
69,0.00010453658778440276,1.25614345754131,6.879615306854248,0.7117096018735363
70,3.4227024433899216e-05,1.241264150593762,7.01869010925293,0.7154098360655737
71,1e-05,1.2168748693090499,6.939180374145508,0.719672131147541
72,3.4227024433899005e-05,1.2148550551834707,6.863293170928955,0.7256674473067916
73,0.00010453658778440038,1.2230231554847086,7.0403900146484375,0.7195316159250585
74,0.00021404630011522387,1.2530749704668918,6.622895240783691,0.7130679156908665
75,0.00035203658778439913,1.2783083450172907,7.064169883728027,0.7086182669789227
76,0.0005049999999999967,1.3557822254003684,7.038406848907471,0.6845901639344262
77,0.000657963412215596,1.422807612197821,7.012977600097656,0.6706791569086651
78,0.0007959536998847714,1.5364395677792386,6.287485599517822,0.6429976580796253
79,0.0009054634122155952,1.5429393352165608,7.998330116271973,0.6420140515222482
80,0.0009757729755660973,1.5581633584352341,6.1732683181762695,0.6400468384074941
81,0.0009999999999999961,1.543066604407139,6.946682453155518,0.6457611241217799
82,0.0009757729755660977,1.514836204077627,6.183987140655518,0.6469320843091335
83,0.0009054634122155968,1.4738971769915692,7.080567836761475,0.6585011709601873
84,0.0007959536998847709,1.3939578895195393,8.253779411315918,0.6768618266978923
85,0.000657963412215597,1.321879212348981,8.010963439941406,0.6962997658079625
86,0.0005049999999999977,1.2515118061698631,7.634828090667725,0.7101170960187354
87,0.00035203658778440027,1.1663177323327985,7.070140361785889,0.7328337236533958
88,0.00021404630011522617,1.090603452090453,7.173456192016602,0.7466042154566744
89,0.00010453658778440202,1.0575697532904387,7.028319358825684,0.7553161592505855
90,3.42270244338988e-05,1.0392320896345046,7.148605823516846,0.7616393442622951
91,1e-05,1.036134031207789,7.012754440307617,0.7604683840749414
92,3.4227024433899005e-05,1.0267378929857789,6.969698429107666,0.7624355971896956
93,0.00010453658778440241,1.0308743462271872,7.320475101470947,0.7616861826697893
94,0.00021404630011522837,1.0515074851030584,7.014094829559326,0.7561592505854801
95,0.00035203658778440846,1.081130159400941,6.735649108886719,0.7520843091334894
96,0.0005050000000000095,1.155926393073279,6.964605331420898,0.7335362997658079
97,0.0006579634122156104,1.1972709717770182,6.047776699066162,0.720327868852459
98,0.0007959536998847875,1.3001148964464804,7.0392937660217285,0.6982669789227166
99,0.0009054634122156141,1.3236892226704537,6.36365270614624,0.691288056206089
100,0.0009757729755661188,1.3745071726339708,5.8310370445251465,0.6771428571428572
