epoch,train/lr,train/loss,val/loss,train/acc,train/f1
1,0.001,0.028638842308590012,0.032832654521745795,0.0045901639344262295,3.4603070981370853e-05
2,0.0009755282581475768,0.02538676068346759,0.03652723747141221,0.0045901639344262295,0.0
3,0.0009045084971874736,0.0251887500052727,0.03980868441217086,0.0045901639344262295,0.0
4,0.0007938926261462366,0.024889809530619835,0.033935111746484156,0.0045901639344262295,0.0
5,0.0006545084971874737,0.024319934643717185,0.03483337163925171,0.0045901639344262295,0.0
6,0.0005,0.023747963281028524,0.035982131081468915,0.0045901639344262295,0.0
7,0.00034549150281252633,0.023060866389390495,0.0323831836382548,0.0045901639344262295,0.0
8,0.0002061073738537635,0.02225036842219899,0.034960051523704155,0.0045901639344262295,0.0
9,9.549150281252634e-05,0.02156546390329131,0.03533459564342218,0.0045901639344262295,0.0001873536299765808
10,2.4471741852423235e-05,0.02107919712144928,0.03541345813987302,0.0045901639344262295,0.000234192037470726
11,0.0,0.02098500553575701,0.03536988115485977,0.0045901639344262295,0.0003747072599531616
12,2.4471741852423235e-05,0.020920871388345964,0.03561746197588304,0.004637002341920375,0.00026541764246682274
13,9.549150281252665e-05,0.020830227061496114,0.035328191869399124,0.0045901639344262295,0.0008899297423887588
14,0.0002061073738537643,0.020639287254089773,0.03959817804542242,0.00468384074941452,0.0019047619047619045
15,0.0003454915028125278,0.020144359847680437,0.039143500301767796,0.005152224824355972,0.003559718969555035
16,0.0005000000000000022,0.01949524063509105,0.037112653693732095,0.005714285714285714,0.00950039032006245
17,0.0006545084971874766,0.018797045193376934,0.04790317259874998,0.007353629976580797,0.02080405932864949
18,0.00079389262614624,0.018186848184934438,0.04129933112976598,0.011475409836065573,0.035683060109289615
19,0.0009045084971874779,0.017526330867683064,0.040222904626645295,0.01953161592505855,0.05752537080405932
20,0.0009755282581475812,0.01677151417898791,0.036504446218411125,0.030398126463700235,0.08127244340359094
21,0.0010000000000000046,0.015959741635589848,0.039462914653852876,0.04060889929742389,0.10722092115534738
22,0.0009755282581475812,0.015313381850656707,0.03951817707103841,0.060421545667447306,0.13886026541764243
23,0.0009045084971874781,0.014522705116505564,0.042296115235955105,0.08220140515222482,0.1746526151444184
24,0.0007938926261462403,0.013817396871829245,0.0375156986216704,0.1029976580796253,0.2088524590163934
25,0.0006545084971874768,0.013030341658537316,0.03829568829022202,0.13236533957845434,0.24780640124902417
26,0.0005000000000000024,0.012212230500210813,0.03907473378029524,0.16580796252927402,0.2898360655737705
27,0.00034549150281252807,0.011444002177120629,0.0380238963692796,0.19194379391100702,0.32378922716627634
28,0.00020610737385376454,0.01080392272156884,0.03616186735384604,0.22543325526932084,0.3638251366120218
29,9.549150281252684e-05,0.010260239416077005,0.035138031139093286,0.2553161592505855,0.3923965651834504
30,2.4471741852423408e-05,0.00996235529200648,0.0359451025724411,0.2664168618266979,0.4043559718969555
31,0.0,0.009903257744508098,0.03612760534765674,0.2659016393442623,0.40869633099141295
32,2.4471741852423235e-05,0.009890289242688123,0.03551595731108796,0.2711943793911007,0.4102732240437158
33,9.549150281252638e-05,0.010004302549979485,0.037005872556976245,0.27021077283372363,0.40578454332552694
34,0.00020610737385376373,0.010145398108485594,0.03574948531447673,0.262248243559719,0.40044496487119435
35,0.0003454915028125268,0.01042096933989919,0.03265205237503145,0.24997658079625293,0.38567525370804057
36,0.0005000000000000009,0.010614259812248521,0.0345598221847824,0.24295081967213114,0.37621389539422323
37,0.0006545084971874749,0.010942424880144618,0.0377760431637951,0.2311943793911007,0.36179547228727554
38,0.0007938926261462382,0.011069576315541015,0.03693567479358,0.23039812646370023,0.356448087431694
39,0.0009045084971874756,0.011211890128200721,0.03843857092308063,0.2238407494145199,0.34671350507416077
40,0.000975528258147579,0.011227069178552044,0.03603897733139057,0.23044496487119437,0.3513505074160812
41,0.0010000000000000024,0.011058457235649613,0.03802870067895627,0.24060889929742388,0.36284933645589384
42,0.0009755282581475795,0.010801525803948124,0.04048828137855904,0.25592505854800934,0.37590163934426224
43,0.0009045084971874759,0.010163528805215526,0.04023799592373418,0.2866510538641686,0.41310694769711165
44,0.0007938926261462386,0.00967687864038775,0.038258813832904776,0.3118032786885246,0.44022638563622163
45,0.0006545084971874763,0.009156578260775343,0.041023594126397486,0.34117096018735366,0.466471506635441
46,0.0005000000000000013,0.008533500685638299,0.03711116306629835,0.38,0.5033489461358313
47,0.0003454915028125273,0.007934009009931083,0.03763484889093567,0.4173302107728337,0.5401327088212333
48,0.0002061073738537634,0.007450928746219287,0.037543613025370765,0.4452927400468384,0.5646291959406714
49,9.549150281252667e-05,0.007074826924481778,0.038282764527727574,0.46243559718969557,0.5838251366120218
50,2.4471741852423628e-05,0.006787581333496748,0.0376874448037615,0.4850117096018735,0.6027509758001561
51,0.0,0.006756348998062389,0.037575001298796894,0.48702576112412177,0.6044496487119438
52,2.4471741852423235e-05,0.0068222442063535825,0.03772618424366502,0.4829976580796253,0.5995081967213115
53,9.549150281252763e-05,0.006789907028431628,0.03712190804528255,0.4857142857142857,0.600983606557377
54,0.00020610737385376717,0.006979984203014529,0.037860633841916624,0.4736768149882904,0.5919125683060109
55,0.00034549150281253143,0.00721134076420787,0.04115805563096907,0.4559718969555035,0.5785870413739267
56,0.0005000000000000085,0.00759515685291069,0.03919478410891458,0.43653395784543325,0.5580093676814988
57,0.0006545084971874837,0.007982926399733645,0.038513493450248945,0.4162529274004684,0.5316268540202966
58,0.0007938926261462482,0.008369643760433651,0.04076669153337385,0.3908665105386417,0.5122935206869633
59,0.0009045084971874878,0.008605030787932412,0.042674015111782974,0.3836065573770492,0.4996487119437939
60,0.0009755282581475918,0.008726331600961196,0.03894293162168241,0.3788758782201405,0.49842310694769704
61,0.0010000000000000156,0.008685751320520414,0.0406782029598367,0.37695550351288054,0.49562841530054635
62,0.0009755282581475919,0.008497526730562213,0.04105321960706337,0.3951288056206089,0.512927400468384
63,0.0009045084971874881,0.008205809691008726,0.03886917364947936,0.4088056206088993,0.5261436377829821
64,0.0007938926261462486,0.007700905439776259,0.04339081596802263,0.44074941451990635,0.5532505854800938
65,0.0006545084971874843,0.007308342658197942,0.047097223135186175,0.4673536299765808,0.5761826697892272
66,0.0005000000000000091,0.006672285497166782,0.042606122645677307,0.5041686182669789,0.6120765027322406
67,0.000345491502812532,0.006216469040883685,0.042836123091333056,0.5330679156908665,0.6375956284153005
68,0.0002061073738537677,0.0059137884986646475,0.044942925958072436,0.5578454332552694,0.658017174082748
69,9.549150281252805e-05,0.00558677202431708,0.04316895864173478,0.5784074941451991,0.6734192037470726
70,2.4471741852423452e-05,0.005480151567218796,0.04288896969428249,0.584824355971897,0.6821623731459797
71,0.0,0.005377388340007734,0.04263668741081275,0.5886651053864168,0.6876814988290398
72,2.4471741852423235e-05,0.005390002466404022,0.041923390153576344,0.5936768149882904,0.6881342701014833
73,9.549150281252562e-05,0.005440648651785631,0.04374980364067882,0.5901639344262295,0.6817798594847775
74,0.00020610737385376145,0.0055098285955330565,0.04574358865034347,0.5817330210772834,0.681311475409836
75,0.00034549150281252427,0.005754111486722949,0.048014240887235195,0.5651053864168618,0.6635987509758002
76,0.0004999999999999964,0.006128833131672555,0.03926081918910438,0.5389695550351288,0.6423028883684622
77,0.0006545084971874704,0.006550569772229534,0.04565131671580614,0.5125058548009368,0.6165729898516783
78,0.0007938926261462334,0.0068784236022050044,0.04599092374829685,0.49039812646370023,0.5979859484777518
79,0.0009045084971874696,0.007189088930499446,0.04555142115728528,0.4752693208430913,0.5808508977361436
80,0.0009755282581475727,0.007366537552586959,0.04976276556650797,0.46903981264637,0.5799765807962529
81,0.0009999999999999957,0.0074052492293138015,0.04221592383349643,0.4672599531615925,0.5749570647931304
